TagName,Year,Number
thread-safety,2009,243
text,2009,662
colors,2009,410
less,2009,4
android-ndk,2009,8
mapkit,2009,103
http-status-code-404,2009,136
fonts,2009,424
jupyter-notebook,2009,1
android-layout,2009,18
rotation,2009,172
nsstring,2009,227
xamarin.ios,2009,53
slider,2009,95
max,2009,97
couchdb,2009,110
web,2009,403
dll,2009,954
cookies,2009,738
uiwebview,2009,237
matlab,2009,598
toggle,2009,82
cmd,2009,235
uinavigationcontroller,2009,207
navigation-drawer,2009,1
sharedpreferences,2009,1
refactoring,2009,581
web-crawler,2009,173
sequence,2009,90
binary-tree,2009,110
javafx,2009,92
wordpress-theming,2009,52
parallel-processing,2009,218
syntax-error,2009,72
multithreading,2009,3448
networkx,2009,4
nullpointerexception,2009,49
msbuild,2009,691
teamcity,2009,154
client-server,2009,178
extjs,2009,266
video-streaming,2009,100
eclipse,2009,2355
average,2009,38
type-conversion,2009,127
scroll,2009,364
deployment,2009,1098
components,2009,279
singleton,2009,288
newline,2009,165
io,2009,279
search,2009,1020
google-play,2009,8
curl,2009,374
cuda,2009,64
permissions,2009,483
http-headers,2009,289
media-queries,2009,3
mariadb,2009,2
directx,2009,243
list,2009,1278
exe,2009,71
version-control,2009,1378
printing,2009,653
db2,2009,226
amazon-elastic-beanstalk,2009,3
transform,2009,88
python-asyncio,2009,1
count,2009,276
cocoa-touch,2009,3098
recursion,2009,490
set,2009,189
xpath,2009,692
iphone,2009,13072
scrapy,2009,12
pdf,2009,967
cluster-computing,2009,131
nginx,2009,119
mapping,2009,287
fragment,2009,6
google-analytics,2009,151
struct,2009,336
css-position,2009,53
wifi,2009,68
jackson,2009,2
ruby,2009,5190
algorithm,2009,2673
scanf,2009,47
css-float,2009,145
click,2009,155
integer,2009,225
outlook,2009,390
regression,2009,15
image-processing,2009,539
callback,2009,321
css-transitions,2009,1
artificial-intelligence,2009,179
tinymce,2009,169
interface,2009,731
binary,2009,369
spinner,2009,23
web-applications,2009,1142
silverlight,2009,2720
encryption,2009,802
prolog,2009,130
character,2009,115
celery,2009,1
browser,2009,1027
sympy,2009,3
runtime,2009,254
query-optimization,2009,159
azure-devops,2009,3
oracle11g,2009,36
itext,2009,188
web-services,2009,2947
liferay,2009,65
nsmutablearray,2009,116
boost,2009,660
build.gradle,2009,1
xsd,2009,622
glsl,2009,35
windows-installer,2009,476
performance-testing,2009,13
sh,2009,35
multiprocessing,2009,82
cluster-analysis,2009,41
google-maps,2009,637
macros,2009,295
overloading,2009,149
xml,2009,5281
static,2009,500
inner-join,2009,88
sonarqube,2009,4
centos,2009,66
android-service,2009,8
dom-events,2009,351
android-animation,2009,3
teradata,2009,16
safari,2009,343
ggplot2,2009,33
find,2009,206
linq-to-entities,2009,325
powerpoint,2009,111
shopify,2009,1
nlp,2009,160
web-scraping,2009,21
metadata,2009,183
zip,2009,241
c++11,2009,96
visual-c++,2009,1326
jsp,2009,1001
token,2009,62
doctrine-orm,2009,1
rabbitmq,2009,20
prototype,2009,131
key,2009,162
many-to-many,2009,210
database-connection,2009,142
qt,2009,1169
openmp,2009,36
ssas,2009,129
babeljs,2009,1
xmlhttprequest,2009,213
arguments,2009,219
closures,2009,161
sqlite,2009,1212
file-io,2009,800
overriding,2009,180
terminal,2009,208
excel-formula,2009,66
graphics,2009,749
post,2009,541
filter,2009,330
ssms,2009,173
spring-batch,2009,5
chat,2009,100
sdk,2009,270
powershell,2009,714
slice,2009,36
jdbc,2009,609
google-sheets,2009,16
expression,2009,131
cygwin,2009,223
bash,2009,1256
sql-server-2008,2009,1193
json.net,2009,47
caching,2009,1216
reflection,2009,1179
blackberry,2009,579
active-directory,2009,505
twitter,2009,379
nested,2009,215
uitextfield,2009,123
highcharts,2009,1
if-statement,2009,204
mouseevent,2009,114
accessibility,2009,176
dialog,2009,285
e-commerce,2009,178
shell,2009,1136
label,2009,161
structure,2009,120
utf-8,2009,481
drupal-7,2009,4
registry,2009,327
position,2009,94
drupal,2009,765
streaming,2009,272
sql,2009,11782
speech-recognition,2009,58
associations,2009,138
.net,2009,23017
tuples,2009,80
bigdata,2009,5
grouping,2009,121
byte,2009,141
arm,2009,115
initialization,2009,285
glassfish,2009,174
parameter-passing,2009,38
apache,2009,1805
jax-rs,2009,27
r,2009,522
jpa,2009,565
validation,2009,1684
bundle,2009,60
imageview,2009,2
hyperlink,2009,427
merge,2009,422
svg,2009,173
orm,2009,810
ejb,2009,140
compiler-errors,2009,146
scala,2009,616
ms-word,2009,529
sbt,2009,5
ado.net,2009,900
google-calendar-api,2009,38
jasper-reports,2009,142
realm,2009,1
tdd,2009,457
ms-access,2009,1547
hql,2009,175
django-templates,2009,316
sql-server,2009,9035
simulation,2009,86
eclipselink,2009,37
tsql,2009,2410
path,2009,434
octave,2009,31
shared-libraries,2009,174
boolean,2009,165
model,2009,346
virtualenv,2009,43
hive,2009,4
containers,2009,137
jar,2009,371
vectorization,2009,15
hibernate,2009,1577
android-activity,2009,75
subprocess,2009,120
amazon-ec2,2009,147
checkbox,2009,362
plot,2009,132
logging,2009,991
dataset,2009,404
single-sign-on,2009,111
schema,2009,355
jira,2009,44
decimal,2009,143
httpclient,2009,43
asp.net,2009,20007
gson,2009,2
uitabbarcontroller,2009,150
config,2009,60
numpy,2009,160
ios-simulator,2009,133
gcc,2009,772
listview,2009,689
facebook,2009,760
virtual-machine,2009,67
segmentation-fault,2009,145
imagemagick,2009,130
openssl,2009,128
statistics,2009,307
x86-64,2009,46
android-edittext,2009,19
ios5,2009,1
foreach,2009,251
gtk,2009,269
tree,2009,322
resources,2009,525
textbox,2009,449
html-parsing,2009,69
vsto,2009,213
properties,2009,727
sharepoint-2010,2009,12
import,2009,414
gridview,2009,970
xhtml,2009,736
usb,2009,178
gnuplot,2009,29
fancybox,2009,50
sql-update,2009,150
hook,2009,172
wso2,2009,4
pip,2009,15
tomcat,2009,859
join,2009,643
.net-core,2009,4
integration,2009,177
subdomain,2009,158
cryptography,2009,336
jtable,2009,137
selenium,2009,306
url-rewriting,2009,512
zsh,2009,64
stream,2009,358
report,2009,169
cron,2009,253
linker,2009,478
asp-classic,2009,816
azure,2009,150
prepared-statement,2009,129
2d,2009,141
css-selectors,2009,319
scipy,2009,53
text-files,2009,149
lucene,2009,331
mod-rewrite,2009,885
jsx,2009,1
responsive-design,2009,1
iis-7,2009,660
ef-code-first,2009,1
canvas,2009,233
fortran,2009,125
akka,2009,1
for-loop,2009,225
servlets,2009,593
junit,2009,351
comparison,2009,347
visual-studio-2015,2009,2
xslt,2009,1227
redirect,2009,642
video,2009,600
locale,2009,105
vb.net,2009,4999
load,2009,201
sass,2009,30
apache-camel,2009,10
geolocation,2009,154
package,2009,202
transactions,2009,580
etl,2009,58
row,2009,66
pointers,2009,870
internet-explorer-8,2009,421
machine-learning,2009,94
datetime,2009,1302
joomla,2009,268
stl,2009,731
sftp,2009,61
coldfusion,2009,554
global-variables,2009,139
qt4,2009,323
cassandra,2009,12
api,2009,1029
field,2009,178
upload,2009,442
ipython,2009,41
batch-file,2009,713
fft,2009,54
hbase,2009,16
scope,2009,380
maven-2,2009,836
drawing,2009,259
java.util.scanner,2009,36
migration,2009,377
domain-driven-design,2009,384
routes,2009,506
jms,2009,165
ocaml,2009,119
uiscrollview,2009,215
wordpress,2009,772
github,2009,105
autolayout,2009,2
youtube,2009,136
google-cloud-platform,2009,3
firefox,2009,1335
syntax,2009,757
node.js,2009,11
cloud,2009,144
uri,2009,117
oracle-sqldeveloper,2009,38
save,2009,136
swift,2009,17
jersey,2009,36
cython,2009,12
driver,2009,114
html-table,2009,336
jstl,2009,140
django,2009,3892
haskell,2009,506
permutation,2009,62
ssl,2009,648
stored-procedures,2009,1108
unique,2009,123
computer-vision,2009,69
where-clause,2009,97
url-routing,2009,162
task-parallel-library,2009,8
xmpp,2009,115
regex,2009,4319
undefined,2009,42
parameters,2009,604
notepad++,2009,71
google-sheets-api,2009,4
markdown,2009,72
union,2009,82
width,2009,141
char,2009,172
udp,2009,209
tableview,2009,35
javascript,2009,18723
command,2009,201
autocomplete,2009,405
actionscript,2009,809
connection,2009,279
debugging,2009,2267
serial-port,2009,271
event-handling,2009,564
google-visualization,2009,44
django-forms,2009,293
cross-browser,2009,473
polymorphism,2009,220
aggregate-functions,2009,47
scrollview,2009,9
typeerror,2009,7
javascript-objects,2009,10
drag-and-drop,2009,430
asp.net-mvc-2,2009,118
data-binding,2009,1518
linux-kernel,2009,155
runtime-error,2009,38
mongodb,2009,35
border,2009,118
bitbucket,2009,7
pom.xml,2009,24
apple-push-notifications,2009,65
multidimensional-array,2009,251
linq-to-sql,2009,2382
controls,2009,798
nodes,2009,20
icons,2009,281
arrays,2009,2899
triggers,2009,448
magento,2009,188
comments,2009,269
webforms,2009,515
server,2009,5
command-line,2009,835
ssis,2009,546
activemq,2009,54
.net-3.5,2009,1084
internet-explorer,2009,1990
visual-studio-2012,2009,5
mpi,2009,31
dynamic-programming,2009,23
netbeans,2009,611
printf,2009,160
sockets,2009,1336
jquery,2009,14433
bots,2009,53
uiviewcontroller,2009,297
lisp,2009,304
uikit,2009,615
codeigniter,2009,480
touch,2009,60
templates,2009,1163
pdf-generation,2009,206
git,2009,1610
installation,2009,1216
while-loop,2009,108
automapper,2009,40
timezone,2009,278
directory,2009,478
tags,2009,306
themes,2009,248
language-lawyer,2009,8
dependencies,2009,285
height,2009,143
ios4,2009,1
mapreduce,2009,43
timer,2009,309
network-programming,2009,296
rest,2009,845
uinavigationbar,2009,93
css-animations,2009,2
onclick,2009,150
signals,2009,119
generics,2009,1562
jquery-ui,2009,823
try-catch,2009,125
constructor,2009,459
arraylist,2009,144
perl,2009,2672
telerik,2009,168
ide,2009,679
fetch,2009,34
spring-security,2009,127
html5-canvas,2009,4
cors,2009,2
django-views,2009,64
instance,2009,89
timeout,2009,294
android,2009,1986
awt,2009,88
object,2009,714
mfc,2009,700
paypal,2009,162
css,2009,6792
phpstorm,2009,2
java-native-interface,2009,168
yaml,2009,74
azure-sql-database,2009,22
keyboard,2009,334
eclipse-rcp,2009,151
background,2009,224
coding-style,2009,673
subset,2009,19
apache-flex,2009,3266
download,2009,389
iteration,2009,160
geometry,2009,315
linq-to-xml,2009,333
azure-web-app-service,2009,7
asynchronous,2009,529
multiple-columns,2009,10
debian,2009,118
button,2009,480
silverlight-4.0,2009,55
sum,2009,109
delphi,2009,2676
gis,2009,126
console,2009,393
gps,2009,152
base64,2009,110
heroku,2009,44
jvm,2009,315
protocol-buffers,2009,69
logic,2009,148
warnings,2009,175
calendar,2009,275
bluetooth,2009,124
django-queryset,2009,73
processing,2009,35
exec,2009,135
vector,2009,396
applet,2009,357
localhost,2009,112
linear-regression,2009,17
sparql,2009,31
input,2009,369
ruby-on-rails-4,2009,2
opencv,2009,142
abstract-class,2009,148
styles,2009,270
jenkins-plugins,2009,1
build,2009,449
spring,2009,1223
http,2009,1563
playframework,2009,4
cakephp,2009,755
combinations,2009,52
extract,2009,115
fluent-nhibernate,2009,561
binding,2009,664
jenkins,2009,13
oracle-apex,2009,26
google-maps-markers,2009,17
jquery-plugins,2009,427
azure-blob-storage,2009,1
phpmyadmin,2009,81
doctrine,2009,125
ios,2009,776
ftp,2009,384
compiler-construction,2009,829
beautifulsoup,2009,75
operating-system,2009,321
extjs4,2009,1
pyqt4,2009,71
iframe,2009,611
jq,2009,1
controller,2009,260
storyboard,2009,55
gzip,2009,175
generator,2009,94
xcode4,2009,1
android-camera,2009,2
request,2009,168
command-line-interface,2009,50
compilation,2009,402
json,2009,1549
apk,2009,1
url,2009,1000
escaping,2009,318
continuous-integration,2009,360
android-sqlite,2009,4
reporting-services,2009,934
types,2009,791
redis,2009,5
datatable,2009,405
scripting,2009,1065
mips,2009,59
aggregate,2009,109
webdriver,2009,10
automated-tests,2009,177
eclipse-plugin,2009,341
gwt,2009,638
unity3d,2009,13
llvm,2009,29
erlang,2009,395
g++,2009,206
fork,2009,118
webkit,2009,216
https,2009,377
coordinates,2009,90
android-alertdialog,2009,2
tabs,2009,257
background-image,2009,43
lazy-loading,2009,133
c++-cli,2009,269
notifications,2009,159
exception,2009,1824
frameworks,2009,663
django-admin,2009,318
heap-memory,2009,152
devexpress,2009,123
iterator,2009,322
list-comprehension,2009,76
aes,2009,99
java,2009,23880
compression,2009,411
amazon-web-services,2009,160
dictionary,2009,834
ffmpeg,2009,123
signal-processing,2009,106
websphere,2009,165
jetty,2009,131
ajax,2009,4064
enums,2009,578
rspec,2009,155
duplicates,2009,141
constraints,2009,195
double,2009,128
cocos2d-iphone,2009,188
google-sheets-formula,2009,1
jsf,2009,541
substring,2009,79
interpolation,2009,50
email,2009,1390
odoo,2009,1
histogram,2009,34
emacs,2009,792
mvvm,2009,623
google-apps-script,2009,1
xslt-1.0,2009,23
annotations,2009,263
uibutton,2009,127
match,2009,50
python,2009,12832
menu,2009,334
backend,2009,26
rounding,2009,110
task,2009,69
html-lists,2009,75
textarea,2009,157
rsa,2009,108
distinct,2009,119
grid,2009,244
ldap,2009,282
xaml,2009,1497
lambda,2009,552
f#,2009,508
mysqli,2009,149
wpf,2009,6979
windows-services,2009,621
razor,2009,5
cordova,2009,10
architecture,2009,1020
tfs,2009,742
forms,2009,1764
crystal-reports,2009,597
xml-parsing,2009,41
phpmailer,2009,23
posix,2009,183
oracle,2009,2689
casting,2009,535
groovy,2009,460
.htaccess,2009,829
webview,2009,63
jinja2,2009,19
sql-order-by,2009,148
rss,2009,377
int,2009,91
case,2009,61
refresh,2009,162
web-config,2009,427
function,2009,1070
synchronization,2009,465
virtualbox,2009,37
jquery-events,2009,125
apache2,2009,217
ssl-certificate,2009,106
64-bit,2009,497
hadoop,2009,71
osgi,2009,166
air,2009,516
winapi,2009,2188
namespaces,2009,490
angularjs,2009,1
mocha.js,2009,5
ssrs-2008,2009,108
mule,2009,11
header,2009,361
inheritance,2009,1042
ant,2009,638
testng,2009,32
visual-studio-2008,2009,3889
moq,2009,195
combobox,2009,517
layout,2009,608
apply,2009,14
repository,2009,252
subquery,2009,153
twitter-bootstrap,2009,1
select,2009,585
vb6,2009,878
memory,2009,971
windows,2009,5442
ascii,2009,136
app-store,2009,106
blob,2009,112
garbage-collection,2009,434
xquery,2009,80
popup,2009,267
homebrew,2009,5
uiimageview,2009,177
sharepoint,2009,2617
maven,2009,48
serialization,2009,1050
datatables,2009,13
crash,2009,261
include,2009,334
pdo,2009,171
xampp,2009,102
port,2009,77
django-models,2009,635
jboss,2009,502
nosql,2009,49
copy,2009,240
postgresql,2009,1012
focus,2009,271
buffer,2009,118
configuration,2009,884
full-text-search,2009,437
stack,2009,193
wxpython,2009,240
struts2,2009,249
carousel,2009,1
textview,2009,26
single-page-application,2009,1
range,2009,137
get,2009,210
sas,2009,112
entity-framework-4,2009,11
nunit,2009,410
iis,2009,1512
rubygems,2009,370
encoding,2009,682
amazon-iam,2009,1
memory-management,2009,1099
android-studio,2009,1
gdb,2009,236
concurrency,2009,604
coffeescript,2010,23
adapter,2010,142
task,2010,207
verilog,2010,55
distinct,2010,174
google-sheets,2010,74
oauth-2.0,2010,26
profiling,2010,475
active-directory,2010,607
shader,2010,128
local-storage,2010,134
gradle,2010,46
c,2010,15243
3d,2010,747
model,2010,802
azure,2010,529
service,2010,1086
constants,2010,602
client,2010,385
locale,2010,207
adobe,2010,415
cocoa-touch,2010,4742
odbc,2010,431
amazon-iam,2010,2
preg-match,2010,252
user-input,2010,174
linq,2010,5112
regex,2010,9010
jakarta-mail,2010,152
visual-studio-2013,2010,2
unicode,2010,1382
cmake,2010,278
signal-processing,2010,178
matplotlib,2010,331
coldfusion,2010,999
soap,2010,1234
hook,2010,351
lambda,2010,865
ssms,2010,268
rendering,2010,342
styles,2010,419
wcf,2010,5249
export,2010,393
memory-leaks,2010,1185
xmpp,2010,302
replace,2010,881
jquery-events,2010,397
cocoa,2010,4902
twitter,2010,1290
pivot-table,2010,67
relational-database,2010,269
random,2010,999
queue,2010,358
html,2010,22802
console-application,2010,250
jax-rs,2010,134
adb,2010,103
mocking,2010,524
size,2010,354
ssl,2010,1136
navbar,2010,13
data.table,2010,5
data-structures,2010,1552
html5-video,2010,138
render,2010,131
storage,2010,253
iis,2010,1857
zend-framework,2010,2949
wso2,2010,7
compression,2010,580
resources,2010,864
drupal-7,2010,30
line,2010,217
out-of-memory,2010,209
akka,2010,15
collections,2010,1315
linux,2010,6593
singleton,2010,505
shared-libraries,2010,305
left-join,2010,216
border,2010,236
maven-3,2010,62
branch,2010,424
phpmailer,2010,76
relationship,2010,117
oracle10g,2010,534
widget,2010,544
ios6,2010,1
oauth,2010,754
jsf-2,2010,501
submit,2010,266
android-manifest,2010,180
pom.xml,2010,65
oracle11g,2010,201
xamarin.android,2010,15
jmeter,2010,123
gpu,2010,126
cygwin,2010,341
eclipse-rcp,2010,226
pymongo,2010,36
session,2010,2171
port,2010,127
opencart,2010,7
linked-list,2010,411
clojure,2010,846
vim,2010,1613
text-files,2010,221
date,2010,1725
node.js,2010,500
android-service,2010,66
notepad++,2010,156
java-me,2010,907
ffmpeg,2010,362
cython,2010,55
uiwebview,2010,825
proxy,2010,675
google-chrome-extension,2010,331
multidimensional-array,2010,833
prepared-statement,2010,181
webserver,2010,365
embedded,2010,485
bitmap,2010,533
visual-studio-2015,2010,2
mod-rewrite,2010,1676
ejs,2010,1
select,2010,1449
struts2,2010,621
functional-programming,2010,708
jaxb,2010,485
android-intent,2010,584
location,2010,296
sql-server-2012,2010,3
progress-bar,2010,342
sqlalchemy,2010,433
sockets,2010,2427
cassandra,2010,256
cxf,2010,168
asp.net-web-api,2010,4
domain-driven-design,2010,449
treeview,2010,629
iteration,2010,279
ip,2010,161
sqlite,2010,2995
user-controls,2010,1083
alignment,2010,323
formatting,2010,730
gridview,2010,1211
spring-mvc,2010,1227
google-cloud-storage,2010,6
audio,2010,1543
drop-down-menu,2010,958
excel-2010,2010,24
cross-domain,2010,357
amazon-ec2,2010,346
mercurial,2010,1340
ubuntu,2010,1056
teamcity,2010,239
format,2010,380
in-app-purchase,2010,138
sftp,2010,101
workflow,2010,443
radio-button,2010,430
django-models,2010,1268
python-3.x,2010,409
sms,2010,431
wxpython,2010,476
concatenation,2010,224
facebook-graph-api,2010,429
config,2010,135
subset,2010,40
objective-c,2010,17867
grails,2010,1614
converters,2010,130
nsarray,2010,379
neo4j,2010,35
latex,2010,1031
pytest,2010,9
zsh,2010,92
element,2010,219
selenium-webdriver,2010,40
awk,2010,469
permutation,2010,143
gson,2010,85
vbscript,2010,833
internationalization,2010,920
settings,2010,362
fullcalendar,2010,279
vb6,2010,1043
dojo,2010,586
solr,2010,578
authentication,2010,2640
php,2010,51394
single-sign-on,2010,206
facebook-javascript-sdk,2010,13
grep,2010,356
ms-access-2010,2010,17
hashtable,2010,264
notifications,2010,392
shell,2010,2123
actionscript-3,2010,5177
command-line,2010,1247
app-store-connect,2010,117
highcharts,2010,25
osgi,2010,229
comments,2010,411
casting,2010,950
google-app-engine,2010,3180
c-preprocessor,2010,399
assembly,2010,1326
machine-learning,2010,295
content-management-system,2010,687
numbers,2010,418
titanium,2010,114
wix,2010,634
cpanel,2010,70
image,2010,4445
filesystems,2010,603
protocols,2010,257
zurb-foundation,2010,1
sas,2010,88
wpf-controls,2010,708
zend-framework2,2010,2
group-by,2010,546
module,2010,804
listener,2010,187
counter,2010,106
windows-phone-7,2010,1413
android-asynctask,2010,153
promise,2010,4
linker,2010,775
persistence,2010,411
http-post,2010,181
mysqli,2010,249
c#-4.0,2010,1187
